,User,Tweet,Time
753,jajangJJS,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2013-01-25 13:30:54+00:00
754,ghitahojdaSyne,"RT @nftengineer: 🎉#NFTGiveaway🎉

🎁Prize :
🎁2x #NFTs (Worth ~ $1,000)💸💰
🎁5x Whitelist spots🎁

❕Rules :

1⃣ RT &amp;❤️
2⃣ Follow me &amp; @TheNFMs👍…",2010-01-08 13:10:47+00:00
755,emre44365,"RT @hiakkaya: Tarama Listesi.//Süpertrend/

#brmen #dnısı #etyat #kervn #kords #toaso #yaprk #yonga 

https://t.co/0ZLYFnRtnq    

#borsa #…",2020-03-30 18:16:10+00:00
756,Abdulla02806009,"RT @Vforrkripto: Bu saatte bir yoklama alalım kaç kişi #Binance ekranını ve kendi coinlerini takip ediyor?
Bu piyasa insani uyutmaz dostlar…",2021-03-18 19:45:25+00:00
757,brizboi007,"RT @proleafty: Join the ☘️ LEAFTY community

#cryptocurrency #bitcoin #crypto #blockchain #btc #ethereum #forex #money #trading #bitcoinmin…",2011-03-09 11:00:59+00:00
758,BiZeepassurYT,"RT @soforhero: #Concours 

Tentez de gagner ce NFT !

D’une valeur de 0.2 ETH (soit 540$) 

Pour participer :

- RT + Follow @jathomnft
- t…",2021-12-10 19:20:41+00:00
759,CryptoPeanutBr1,"RT @AltcoinDailyio: Realistically, how much do you think #BTC and #ETH will increase in value over the next decade?",2021-03-14 18:50:42+00:00
760,community_pixl,"@PIXLCoin project is very good and will expand for the future . I like the team approach to implementing their plans. They've earned their trust, and that means a lot. 
I believe this project deserves our attention.#PXLC 💯👀

#BSC  #BNB     #100xGems #BTC    #ETH #cryptocurrency https://t.co/6AECM2Lf1f",2021-09-14 19:09:52+00:00
761,NolaP007,"RT @MrRobbieD: The @RichardHeartWin v. @PeterSchiff debate is coming up on Feb 23, 2022. Who's excited?  
RT to spread the word!

#Cryptocu…",2018-03-08 04:11:46+00:00
762,deyonte_btc,@FIMindset__ 100 #BTC,2018-06-24 10:56:04+00:00
763,Pretty65656,@gabriel_plesca @BTC_Archive Pay for a bottle of Latour with bitcoin🥰,2009-10-22 20:00:37+00:00
764,AkbulatHarun,"RT @piyasaanalizi00: 10 milyar dolar değerinde varlık yöneten ve dünyanın en büyük varlık yöneticisi olan Blackrock, kripto para ticareti s…",2016-04-03 18:53:54+00:00
765,stock4632,"Buy Transparent and trustworthy Team. Doxxed in live Ama and in real life to some of the Saja tg members. Saja defender is coming and now, vetting new projects, and launching, them safely with ,Saja Seal !???? 

$doge $btc $eth $ohm $fort $sait $ens $tsla $qqq https://t.co/m6NozG1s0L",2021-10-16 06:20:59+00:00
766,Avasco14,#BTC update @Avasco14 https://t.co/mCTMz39Sm3 https://t.co/DNQh8wCscN,2021-01-28 17:39:21+00:00
767,Cryptoc16860774,"f you're looking to improve your self as a trader make sure you come to the academy lessons they will change your life.

$BTC $ADA $ETH $SL $BNB $HYDRA $SOL $TP $BSC $BART $DCB $LOL $IT $H $LTC $DOT $PT $RSI $C $ATH",2022-01-25 19:19:02+00:00
768,Mikyguy,"RT @cryptosuppoman: Bitcoin is now for wealth storage, but #THC will be the new wealth generation #altcoin. If you missed #BTC, don't miss…",2012-02-06 14:52:09+00:00
769,nst_go,"RT @W_1_275: 🎁365連100万円プレゼント企画🎁

お金配り始めます！
今日はビットコイン100万円分！

100万円が当選した際の使い道は自由。

ビットコインで夢を叶えてください。

【詳細】
BTC100万円×1名様

【応募方法】
フォロー　RT　リプ…",2013-10-02 14:14:38+00:00
770,gscttc,"eu desisto refletir sobre alt, é literalmente um labirinto de escolhas 0-80, estou sucubindo aos maxis e agora vou comprar btc/eth semanalmente/mensalmente",2021-09-01 14:34:45+00:00
771,RonnieCardwell4,"RT @THoSdocumentary: And we’re off to the races with @RichardHeartWin and @BrentMorrissey 

Check out this rig!

#HEX #Hexicans #PulseChain…",2021-09-15 16:21:24+00:00
772,JmPoker87,"RT @HesterASanchez1: #Bitcoin Giveaway

$10 in BSV each to 5 lucky winners

1. Follow @HesterASanchez1
2. Retweet &amp; Like
3. Tag your friend…",2020-09-14 10:03:51+00:00
773,Sundaymmaduabu7,"RT @proleafty: Join the ☘️ LEAFTY community

#cryptocurrency #bitcoin #crypto #blockchain #btc #ethereum #forex #money #trading #bitcoinmin…",2021-09-20 14:08:02+00:00
774,Zeals30864201,"RT @Sharkill_onill: Everything is ready to fly, I encourage all y'all to HODL. THIS ALT SEASON is going to be EPIC.
#SharingIsCaring #Cheem…",2021-06-05 03:02:24+00:00
775,gemfindeer,"RT @Kriptojedas: #Bitcoin retestini suan yapıyor. 

Daha önce dediğim gibi kanal içinde kaldıkça sorun yok . 

44,200 onemlı bu sevıyenın u…",2021-12-28 12:35:50+00:00
776,selamiosman1,"RT @nftporikli: #btc de 10 kasımda  en tepede kaçın demişiz , en dipten long vermişiz , ninjalık kanımızda var kardeşim , !poof. https://t.…",2022-02-08 22:18:33+00:00
777,cahil0,RT @Kripto_Poyraz: #bitcoin de hacim negatif yönlü azalıyor.  Hacim stabilden yeniden pozitif artış yönünden artmaya başlayınca #btc tekrar…,2021-12-18 08:26:48+00:00
778,AniYuli70812868,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2022-02-04 12:06:35+00:00
779,CCoffeeCap,"@RenderingPeace sure, but isn't that the same thing when search engines came out? Google won out because it had much more utility. I don't see why anyone wants $BTC long term if they can't fix the privacy issue. Speaking of can they fix the privacy issue?",2018-01-06 00:31:21+00:00
780,NirvanaCrypto,"RT @THORSwap: Ledger wallet is available for $BTC $DOGE $LTC $BCH chains on THORSwap. 🎉

THORSwap app supports ledger wallet for all blockc…",2020-02-16 10:06:48+00:00
781,PawelW19,"@madritista84 @anteqkois @michal_lehmann @Norbert77841478 @piotr_rataj Dodatkowo odpowiedz mi skad są głowne newsy na temam BTC ?? z jakiego portalu ? 
z Coindesk a ten portal należy do Mastercard 
I takich rzeczy w krypto jest cała masa
Proponuje troche poszukać i pomyśleć a nie łykać w ciemno euforie",2017-11-12 17:33:00+00:00
782,Hakanak2162,"RT @WSGTokenTurkey: Wall Street Games (WSG)
Her ailenin bir parçası olması yolunda ilerliyoruz ❤🌟
@WSGToken 
#wsg #WSGARMY 
#NFTGame #Metav…",2021-11-09 19:47:15+00:00
783,Halil62264416,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2021-12-31 16:46:38+00:00
784,Satonaire,"RT @IIICapital: A little more than 2M $BTC will be mined over the next 118 years.

You better get some.",2011-09-01 10:17:25+00:00
785,XLBr92,"RT @HesterASanchez1: #Bitcoin Giveaway

$10 in BSV each to 5 lucky winners

1. Follow @HesterASanchez1
2. Retweet &amp; Like
3. Tag your friend…",2014-06-23 04:38:06+00:00
786,ArthurWittmann,"@boobaua @ALF_BTC @CryptoBff @The_Kyle_Mann @TheBabylonBee Oh, i know them ALL. Damn are you out of your depth now.

Do try your BEST to reason how it's a fallacy to structure police over examples. Because Im about humble your smooth brain.",2014-02-11 14:51:26+00:00
787,AkbulatHarun,"RT @piyasaanalizi00: İcp USD 17 destek üstü kademeli olarak 334$ noktası hedef olur ✍️🐳🐳🐳🐳 çantama ilk kademeyi koydum🐳
#BTC #shiba #İcp #L…",2016-04-03 18:53:54+00:00
788,hyattkry,"ロング、リカク
あとは上でショート掴もう
#BTC",2010-04-23 04:55:27+00:00
789,shira5555,"RT @AliciaRigby1: 7000$ in $ETH &amp; #NFT 7 winners!
💯
To win:                       
1. Follow me
2. Like &amp; Retweet 
3. Drop your wallet addr…",2022-01-30 02:42:25+00:00
790,atargatisz,"RT @CryptoT33822531: 272,828,783 $DOGE ($42,363,489 USD) was transferred from an unknown wallet to an unknown wallet.

Fee: 9.55 ($1.48 USD…",2021-11-19 10:33:14+00:00
791,Olivier_Lambert,"@lucbourget @TristLimoges @Richardlabbe Bitcoin n'est pas dans un compte, mais dans une adresse. La propriété de Bitcoin n'existe pas dans une juridiction et le concept de ""offshore"" perd son sens en crypto.

Sa phrase fait juste montrer qu'il ne connait rien à BTC. :P",2010-02-22 01:31:06+00:00
792,Worldcoin82,"#Unido Core API and Unido DAO coming out later this year. Look at more things in the road map. $UDO $DOT $BTC
https://t.co/UCQeYCkj1K",2010-01-19 02:11:34+00:00
793,coincandir,"RT @Gem_Ustasi: 💎The MetaBody Giveaway💎

5 Kişi, 5 adet #Whitelist hakkı kazanacak!

1 Kişi 100 TL 💸ödül kazanacak!

⚡️Şartlar⚡️
1️⃣BEĞEN❤️…",2021-08-29 19:53:13+00:00
794,iilkeryell,"RT @halitsume: 🗣 Geçen hafta dipten toplamıştık.

@mogulofficial_  satışlara karşı dimdik mücadele ediyor. Her zaman bir miktar nakit ayırm…",2014-11-03 12:42:44+00:00
795,rocha_victorino,"@coingecko #LightDeFi
#LightGroup
#Lightdefighters
#WeAreLightDeFi
#ESG
#Blockchain
#btc
#eth @Light_DeFi @cz_binance https://t.co/ZzzlERYKPR",2021-06-18 12:03:25+00:00
796,omerkel094,@SnobSnobb Abi 5 × kolay kolay olmaz bence anca btc 100.000 dolar olursa olur o dar zor valla,2022-01-02 19:21:09+00:00
797,unahub,RT @MoMo_A1Trader: Oh so this is how to get rid of inflation and get rid of our debt haha not a bad strategy using $BTC haha #crypto for th…,2018-02-01 21:45:07+00:00
798,KDTrading_,"RT @AdrianoFeria: @NorthRockLP BTC maxis have a way of omitting ETH out of any good news towards crypto and/or replacing the word ""crypto""…",2020-06-10 03:48:47+00:00
799,Biottoo,"RT @kriptoismet: İçimden geldi Sevgililer gününde 6 çifte yemek ısmarlayalım.13 şubat saat 23.00 açıklayacağım..

Her kişiye 250 tl 
Sadece…",2021-10-30 15:53:24+00:00
800,the_economystic,RT @TheOGMadrigal: This is so fucking bullish. 🐂#BTC,2011-12-03 18:37:10+00:00
801,BigwinRiska,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-11-24 09:32:36+00:00
802,jobtcfx,"#BTC
#Twitter、#TimDraper、その他が #ビットコイン に焦点を当てた #OpenNode に2,000万ドルを投資。

- https://t.co/YLSuazyP0N @Blockworks_より",2019-05-10 00:02:23+00:00
803,MDitteljan,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2020-04-18 17:56:11+00:00
804,MoMo_A1Trader,Oh so this is how to get rid of inflation and get rid of our debt haha not a bad strategy using $BTC haha #crypto for the win ! https://t.co/nsU5DRUd6N,2021-01-09 05:04:54+00:00
805,Cryptoc16860774,"I'm part of a server where top traders actually get paid based on results (over $20k last month)

$kcs $ftt $luna $tvk $spell $sand $mana $omg $one $link $atom $hot $htr $vra $rsr $alice $chz $shib $tim $Seth $btc $link",2022-01-25 19:19:02+00:00
806,vctrwinn,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2020-05-17 07:06:18+00:00
807,madritista84,@PawelW19 @anteqkois @michal_lehmann @Norbert77841478 @piotr_rataj a sorry ty masz w nazwie konta bsv:) i już wszystko jasne czemu tak cie boli btc:),2015-05-28 10:12:59+00:00
808,studybro16,"RT @nftengineer: 🎉#NFTGiveaway🎉

🎁Prize :
🎁2x #NFTs (Worth ~ $1,000)💸💰
🎁5x Whitelist spots🎁

❕Rules :

1⃣ RT &amp;❤️
2⃣ Follow me &amp; @TheNFMs👍…",2022-01-20 19:36:42+00:00
809,Ceylan37217004,"RT @coinimanalizde: "" $ETH

 Fiyat yükselirken bazı geri çekilmeler almaya devam edecek, ancak bu ETH için kilit bir seviye oldu ve 3200 do…",2019-03-30 12:43:23+00:00
810,CeePaine,"#NASDAQ looking to break out of a double bottom on the daily time frame. Huge ascending triangle pattern in play. RSI and MACD healthy. Volume nice. Will #BTC appreciate with this if thus happens, or will we retrace? 
Exciting times ahead. #HODL #crypto #bullish #btc #stocks #NDQ https://t.co/yqzs03gZwr",2012-09-17 13:53:26+00:00
811,Lagbajaa_,RT @inmortalcrypto: If $BTC holds above 40k in the next weeks I would be very interested in buy some altcoins again.,2020-01-21 14:05:17+00:00
812,not_btc_advice,@backtolife_2019 I would like to thank my Chinesse overlords for showing me and my family mercy.,2018-01-17 17:00:03+00:00
813,MissesCrypto,RT @Kripto_Poyraz: #bitcoin de hacim negatif yönlü azalıyor.  Hacim stabilden yeniden pozitif artış yönünden artmaya başlayınca #btc tekrar…,2020-09-04 05:33:37+00:00
814,HerroCrypto,@Dark_BTC Sounds like i'll be back to where i was before I cleaned it if I did that,2018-01-04 20:36:48+00:00
815,nastasia_709,"RT @CryptoModulus: Top 10 coins by #Twitter volume
$BTC +2%
$ETH +4%
$SHIB +3%
$XTZ +9%
$RISE -2%
$NFTBS -9%
$CTK +1%
$QUACK +3%
$AXS +5%
$…",2022-01-02 09:31:31+00:00
816,Fabricken,"RT @technologypoet: My top 10 crypto by marketcap in 2030 (excl stablecoins)

1. BTC
2. ADA
3. ETH
4. EGLD
5. MATIC
6. LUNA
7. STX
8. &lt;some…",2021-11-17 10:04:23+00:00
817,catkinistaken,"RT @Trades4Radio: 🤩Bitcoin On The Rise Up ! Bull Trap?⭐️ https://t.co/21wbcEMZR3 via @YouTube 
Come Watch Our New Market Watch today! 
You'…",2017-12-13 20:31:22+00:00
818,atargatisz,"RT @CryptoT33822531: $ 7000 in $ ETH &amp; #NFT 7 winners!🎉🎉🎉🎉

To win:

1. Follow me👤

2. Like &amp; Retweet🔃

3. Drop your wallet address

$SHIB…",2021-11-19 10:33:14+00:00
819,luckyczywin,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2022-02-05 16:14:30+00:00
820,PerezReison,"RT @IndigsLegend: INDIGS LEGEND S.A.S ✅ 

¡¡Seguimos Creciendo!!🛖🏹
¡¡We keep growing!!🛖
.
.
.
#IndigsLegend #INDI #PlayToEarn #ethereum #Bt…",2021-08-06 04:36:05+00:00
821,WHTnextCrypto,@BTC_Archive #bitcoin get hacked. 😂 not save https://t.co/6NcN4VNODZ,2021-11-09 16:34:21+00:00
822,mehthereum,"RT @Heather99924565: In case you missed it:

@2112run is in public sale, Epics are minted out already. 

Rare and Epic land plots can be re…",2021-10-23 09:26:51+00:00
823,Mohammadrrza5,"Check out my NFT listing on Open sea
#NFT #PolygonNFT #ETH #BTC
 #NFTCommunity #NFTdrop
https://t.co/9SaYPNqoLO توسط @opensea",2021-05-11 07:42:38+00:00
824,RenhaL1560,"RT @OrbitLaunchM31: Hey orbit fam! ❤️

It’s time for our #3 weekly newsletter!

Subjects:

- Partnership with @gokhshteinmedia 
- Team upda…",2021-10-07 15:05:09+00:00
825,mohamedBanihan3,$BTC what’s the point of being a bear in crypto??? Y’all just want us to sell for you to get back in lower!!! ❗,2020-01-30 14:46:03+00:00
826,BitcoinBotIndia,"RT @CmoBitcoin: #Bitcoin supply audit!
Total #Bitcoins mined till date: 18951525.04247566
Total Supply: 20,999,999.9769
#Bitcoin supply rem…",2022-02-03 16:08:57+00:00
827,Cryptowoni,@stefantesicc @CryptoMo That's what people said even when BTC was at $1.,2022-01-28 06:24:29+00:00
828,galaxyblu3,"RT @Katerina_Mtaus: Headlines today. 

Bill introduced in Tennessee to buy #bitcoin 

@BlackRock planning to offer #btc trading

Russia sha…",2010-05-20 23:06:32+00:00
829,Khophoza1,"@polygonstudios @genso_meta $DBA Token @DafriXchange, LBank, Hotbit, Pancakeswap, P2PB2B, Hotbit, Latoken, be ready for other Cex listing
 #Metaverse #GameFi #BSCGem #Solanart #nftart #BTC￼ #Crypto #altcoin #Ethereum #BSC￼ #Metaverse #Solana￼ #NFTs #TRX  #ETH",2021-05-06 03:52:43+00:00
830,ibrahimemer3,"RT @KriptoKINGKONG: #Bitcoin  #BTC 

Uzun zamandır aynı grafik üzerinden analizlerimize devam ediyoruz. 

Mavi kanalın direncini kırmak üze…",2018-11-07 19:35:17+00:00
831,Paulina67039540,"RT @hisar_sandeep: Soon $CNS will melt faces of all the haters &amp; fudders

@RealClelland 
@tommybutcher 

$CNS $CNR $btc $ost $xlm $doge $sh…",2021-10-24 11:28:47+00:00
832,Ceylan37217004,"RT @coinimanalizde: ABD Kongre üyesi Marie Newman, Grayscale Bitcoin #BTC Trust (#GBTC) hissesi satın aldığını açıkladı.",2019-03-30 12:43:23+00:00
833,nastasia_709,"RT @CryptoModulus: TOP 10 Most Viewed Cryptocurrencies on #CoinMarketCap!
$CATGIRL $babyDogeKing $COCO $WELT $MEVR $FLOKIM $LIBERO $CHEDDA…",2022-01-02 09:31:31+00:00
834,AkbulatHarun,"RT @piyasaanalizi00: Altın/tr kilirmayi nerden yaparsa oraya yol alır ben tercihimi yukarı kullanıyorum bilginize 🐳🐳🐳
#BTC #Altin #forex #c…",2016-04-03 18:53:54+00:00
835,CrypTobithomas,"RT @Blockworks_: BREAKING: Twitter has invested in #Bitcoin payment processor OpenNode to help BTC adoption

Via @jacqmelinek",2021-08-18 20:00:16+00:00
836,HeadofTimHorton,"@swervetingz @thedefiedge NFA but you can just put money into a TFSA and then buy (e.g.) Galaxy ETFs. They have one for pure ETH and one for BTC. Fractional fee in exchange for having to pay 0 capital gains, provided you don’t start day-trading in there. @Wealthsimple is probably easiest platform to DCA",2020-09-26 17:29:13+00:00
837,S93Jay,"@BscGemSniper 🔥NEW ARTICLE ABOUT PoorQuack🔥

#PoorQuack $POOR @CryptoAmb

https://t.co/Z7L8HSEbD1…

#BSC #BNB #Memes #memecoin #NFT #NFTs #MemeTech #Bitcoin #BTC $BTC #Ethereum #Binance #BinanceNFT #staking #StakingRewards $QUACK #BSCGem #BSCGemsAlert #BSCGems #BSCNews #BSCStation #Solana",2021-12-13 12:04:43+00:00
838,unicusfitness,"RT @Blockworks_: BREAKING: Twitter has invested in #Bitcoin payment processor OpenNode to help BTC adoption

Via @jacqmelinek",2008-07-19 20:49:12+00:00
839,atargatisz,"RT @CryptoT33822531: 2 lucky person will win $1400 in $ETH

To enter:
Follow me
RT🔁 and like
     
Drop your wallet address!
#NFT #NFTs #NF…",2021-11-19 10:33:14+00:00
840,amarlon2221,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2017-07-09 13:15:40+00:00
841,ReplyDAO,@BTC_Revolution 😂😂😂😂😂 institutions are coming again? We are saved !!!,2020-05-21 19:37:40+00:00
842,Gzde77002210,"RT @kriptoRayl: BTC'de Düşüşün en fazla 40 - 41 bölgesine kadar devam edeceğini yönündeyim.

Bazı coinleri almadım diye üzülmüştüm BTC 40 -…",2021-12-12 12:41:29+00:00
843,william_prud,"People says investing in crypto is risky, yet people glamorize marriage, why? Marriage is the more risky investment imo.

#NFT #NFTCommunity #NFTdrop #NFTProject #eth #crypto #btc #blockchain",2018-12-15 03:20:45+00:00
844,tayfunhacioglu,"RT @KriptoCeltics: 🎁🥳🎉Şubat Çekilişi🎉🥳🎁

🔥1 kişiye Iphone 13 Pro Max🔥

✅Hesabı Takip Et
✅Tweeti RT+FAV

⏰14 Şubat sonuçlar açıklanır

#Bitc…",2008-11-13 09:08:12+00:00
845,borsaseverrr,RT @Kripto_Poyraz: #bitcoin de hacim negatif yönlü azalıyor.  Hacim stabilden yeniden pozitif artış yönünden artmaya başlayınca #btc tekrar…,2013-01-02 08:44:12+00:00
846,dobeiwins,"RT @Trades4Radio: 🤩Bitcoin On The Rise Up ! Bull Trap?⭐️ https://t.co/21wbcEMZR3 via @YouTube 
Come Watch Our New Market Watch today! 
You'…",2017-10-26 12:24:04+00:00
847,deyonte_btc,"Either they print into oblivion and we have CPI at 10%-15% or they let markets puke. 

Either way it's grim.",2018-06-24 10:56:04+00:00
848,community_pixl,"@PIXLCoin will be one of the next big projects in the Crypto!!

Innovation in the Blockchain Advertising 🔥😊

$PIXL #PIXLCOIN $PXLC  

#cryptocurrency #Crypto #BSC #BSCGems #altcoins #NFT #blockchain #Bullish #Binance     #BinanceSmartChain #Gateio #KuCoin #MEXCGlobal #CMC #BTC https://t.co/r0rOFHV7tF",2021-09-14 19:09:52+00:00
849,MagnoRealty,"RT @NextShib: Retweet and like!

#ETH #ETHEREUM #Presale #BSCGem #BSCGems #BTC #Rewards #dogecoin #shiba #FLOKI #MOONSHOT #BabyDoge #NFTs #…",2009-06-18 20:20:28+00:00
850,Erfan1070,"دنبال چی میگردی؟؟😐
دوسال 1500% رشد بس نیست استاد!؟
#BTC #Bitcoin https://t.co/fiGm18KKbK",2019-06-09 23:35:50+00:00
851,DogduSinan,"RT @borsaressami: #btc 45-46k test etmesi muhtemel demiştik bakalım gelecekmi. 
Ordan sonra nakite geçip beklerim ki zaten çoğunu nakite ge…",2014-02-25 13:28:33+00:00
852,AsyifaErLita_,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2022-01-30 03:58:23+00:00
853,HODL_HODL_BTC,"RT @disclosetv: NEW - Angelique Coetzee, the doctor who discovered Omicron in South Africa, was reportedly pressured by European government…",2009-08-10 17:29:12+00:00
854,MasterYeti2,"RT @linjame51167630: LOOK ！
 NOW IS CHEAP TO BUY！！
#Shibarium #Shiberse #sandbox #MANA #Ethereum #ETH #BTC #SHIBARMY #LEASHARMY https://t.c…",2022-01-24 22:45:47+00:00
855,DesiEchik,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2012-10-20 05:46:40+00:00
856,thefepodcast,"RT @MrRobbieD: The @RichardHeartWin v. @PeterSchiff debate is coming up on Feb 23, 2022. Who's excited?  
RT to spread the word!

#Cryptocu…",2017-07-22 16:35:07+00:00
857,terrymillar,@elonmusk You forgot to add DOGE &amp; BTC to that list.,2009-04-16 19:11:53+00:00
858,mark_your_lee,"RT @Trades4Radio: 🤩Bitcoin On The Rise Up ! Bull Trap?⭐️ https://t.co/21wbcEMZR3 via @YouTube 
Come Watch Our New Market Watch today! 
You'…",2021-03-09 23:18:00+00:00
859,yieldria,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-04-06 14:49:19+00:00
860,AlfiahBigwin,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-09-23 15:05:38+00:00
861,ozihkn1,RT @KriptoKINGKONG: Dostlar benden bu kadar. Müsaadenizi istiyor ve iyi geceler diliyorum. Yarın güzel bir sabaha uyanmak dileğiyle 🦍🙏🏻…,2020-09-01 10:33:53+00:00
862,Krypto_Ekonomix,@DoktorSatoshi #coti is a real gem..happy to stay invested in it ...#ElonMusk #BTC #USDINR,2017-12-08 22:08:51+00:00
863,mrmarke56803105,"RT @bilici0125: #BTC 
#Bitcoin için kritik karar zamanı. Ya kırmızı çember içerisinde kalıp düşen trend çizgisi ile 40555 zaman desteğine ç…",2020-05-26 21:08:52+00:00
864,MvpEric,"RT @Ninjascalp: Someone trolling the order book on Binance

funny shit here, never seen this

keep building

$BTC https://t.co/qc1gYiqMsV",2011-12-11 06:47:34+00:00
865,S93Jay,"@Whalesincoming 🔥NEW ARTICLE ABOUT PoorQuack🔥

#PoorQuack $POOR @CryptoAmb

https://t.co/Z7L8HSEbD1…

#BSC #BNB #Memes #memecoin #NFT #NFTs #MemeTech #Bitcoin #BTC $BTC #Ethereum #Binance #BinanceNFT #staking #StakingRewards $QUACK #BSCGem #BSCGemsAlert #BSCGems #BSCNews #BSCStation #Solana",2021-12-13 12:04:43+00:00
866,btc_coin_invest,"RT @btc_coin_invest: 🔊Good News Everyone 
🔊 Today's investment is ready and Set for a big win🎖

🔊All profit is assured 
Today profit is 100…",2021-12-30 15:47:29+00:00
867,atargatisz,"RT @CryptoT33822531: 7000$ in $ETH &amp; #NFT 7 winners!
💯
To win:                       
1. Follow me
2. Like &amp; Retweet 
3. Drop your wallet a…",2021-11-19 10:33:14+00:00
868,mikail1922,"RT @KriptoCeltics: 🎁🥳🎉Şubat Çekilişi🎉🥳🎁

🔥1 kişiye Iphone 13 Pro Max🔥

✅Hesabı Takip Et
✅Tweeti RT+FAV

⏰14 Şubat sonuçlar açıklanır

#Bitc…",2021-03-28 21:17:00+00:00
869,Methyril_TV,"RT @TagadoBTC: 📈 La hausse devrait se poursuivre sur les cryptos.
Quels objectifs moyen terme pour BTC, ETH, CAKE, FET, CHZ, OCEAN, AAVE, A…",2016-05-30 07:34:09+00:00
870,guler199016,RT @Kripto_Poyraz: #bitcoin de hacim negatif yönlü azalıyor.  Hacim stabilden yeniden pozitif artış yönünden artmaya başlayınca #btc tekrar…,2014-01-19 17:53:50+00:00
871,kartal__89,"RT @KriptoCeltics: 🎁🥳🎉Şubat Çekilişi🎉🥳🎁

🔥1 kişiye Iphone 13 Pro Max🔥

✅Hesabı Takip Et
✅Tweeti RT+FAV

⏰14 Şubat sonuçlar açıklanır

#Bitc…",2016-04-12 16:22:09+00:00
872,p_petrelli87,"RT @wazynft: #Concours 

Tentez de gagner ce NFT !

D’une valeur de 2 ETH (soit 5400$) 

Pour participer :
- RT + Follow @wazynft 
-follow…",2011-10-14 11:46:04+00:00
873,JeffreyAWillia4,"@JohalMiles Yes, but then again I am always bullish on $BTC.",2019-06-17 20:57:40+00:00
874,vecyaya,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-01-12 03:45:16+00:00
875,thepacketrat,"@IsaiahW31500552 @Izzkabaa @alifarhat79 Do not think they hacked. They may have been the cash out for someone tho. 

It’s almost like there’s some public ledger of where BTC goes…",2007-11-30 19:30:49+00:00
876,notagoodchew,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2021-09-16 07:50:51+00:00
877,Gzde77002210,"RT @kriptoRayl: BTC'de güçlü direnç bölgesi 45.500$ burası kolay kırılmayacaktır.

Vadeli işlemler'de bir süre scalp işlemleri tercih etmek…",2021-12-12 12:41:29+00:00
878,takeyoshi1989,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2013-05-14 13:10:24+00:00
879,funkytowntxn38,"Be ready, tonight will be important for the #Bitcoin holders, if #BTC drops below the 38k it is a bearish sign witch you all need to be prepared and obviously do not panic...",2014-07-05 20:57:15+00:00
880,KirillKurbatov5,"RT @BSCTimes: So much bullish news the past week. $BTC and altcoins are pumping!

THESE ARE THE TOP BSC PROJECT GAINERS THE LAST 24H:

5. 🟢…",2021-11-27 22:18:57+00:00
881,blitzenhammer,"Anyone got the skills or reach to help promote this and make donations in crypto possible? It was a huge tragedy and over 1000 people lost their homes in a mere few hours. Either way stream the shows, amazing bands on this list ! $link $btc $eth $avax $ocean https://t.co/flcI4vmdH1",2020-06-18 03:12:05+00:00
882,highwithacoffee,"I know anything is possible and I’m no expert, but it’s hard to be bearish here.  #btc https://t.co/0lebbeY1CN",2021-01-27 22:42:40+00:00
883,CryptohKeeper,@LayahHeilpern Being recognized as a currency is a hell of a long way away from the government backing #bitcoin... which is what legal tender is. A stable coin would be good for this but not #BTC imo.,2022-01-31 12:39:29+00:00
